indivi	master	datmet	datmea	datstd	locate	countr	latitu	longit	warnin	timind	sntind
NA20359.SG	NA20359	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA20362.SG	NA20362	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA20412.SG	NA20412	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
S_Atayal-1.DG	NA13604	Modern	0	0	..	Taiwan	24.611712	121.296444	..	FALSE	TRUE
B_Australian-3.DG	B_Australian-3	Modern	0	0	..	Australia	-13	143	..	FALSE	TRUE
B_Australian-4.DG	B_Australian-4	Modern	0	0	..	Australia	-13	143	..	FALSE	TRUE
I5068	I5068	Context	7088	209	Kleinhadersdorf__Flur__Marchleiten	Austria	48.663197	16.589687	..	TRUE	TRUE
I5069	I5069	Direct	6961	65	Kleinhadersdorf__Flur__Marchleiten	Austria	48.663197	16.589687	..	TRUE	TRUE
I11699	I11699	Context	2300	87	Lower__Austria,__St.__Pölten,__Pottenbrunn	Austria	48.241109	15.701654	..	FALSE	TRUE
I11701	I11701	Context	2300	87	Lower__Austria,__St.__Pölten,__Pottenbrunn	Austria	48.241109	15.701654	..	FALSE	TRUE
I11708	I11708	Context	2300	87	Lower__Austria,__St.__Pölten,__Pottenbrunn	Austria	48.241109	15.701654	..	FALSE	TRUE
I2483_noUDG	I2483	Context	30850	173	Krems-Wachtberg	Austria	48.41	15.59	..	FALSE	TRUE
I2484	I2484	Context	30850	173	Krems-Wachtberg	Austria	48.41	15.59	..	FALSE	TRUE
I2484_noUDG	I2484	Context	30850	173	Krems-Wachtberg	Austria	48.41	15.59	..	FALSE	FALSE
I1577	I1577	Context	30950	289	Krems-Wachtberg	Austria	48.41	15.59	..	FALSE	TRUE
I6913	I6913	Direct	7366	68	Brunn__Wolfholz	Austria	48.120396	16.291722	..	TRUE	TRUE
I5208	I5208	Context	7150	29	Asparn__Schletz	Austria	48.579752	16.46931	..	TRUE	TRUE
I6912_noUDG	I6912	Context	7088	209	Brunn__Wolfholz	Austria	48.120396	16.291722	sex.intermediate,__damage=0.034-0.319,__sex.ratio=0.303	TRUE	FALSE
I5205	I5205	Context	7150	29	Asparn__Schletz	Austria	48.579752	16.46931	..	TRUE	TRUE
I5206	I5206	Context	7150	29	Asparn__Schletz	Austria	48.579752	16.46931	..	TRUE	TRUE
I5207	I5207	Context	7150	29	Asparn__Schletz	Austria	48.579752	16.46931	..	TRUE	TRUE
Avar.SG	Avar	Modern	0	0	..	Russia	..	..	..	FALSE	FALSE
TA6.SG	TA6	Modern	0	0	..	Peru	..	..	..	FALSE	FALSE
ALX002	ALX002	Direct	5660	40	Jalilabad__district,__Uchtepe__village,__Alkhantepe	Azerbaijan__	39.3607139	48.4613556	..	TRUE	TRUE
MTT001	MTT001	Direct	7638	24	Zeyem__Chaj__,__Mentesh__Tepe__	Azerbaijan__	40.9418889	45.8327778	..	TRUE	TRUE
POT002	POT002	Direct	7378	34	Jalilabad__district,__Uchtepe__village,__Polutepe	Azerbaijan__	39.5186111	48.65	..	TRUE	TRUE
I13320	I13320	Direct	850	38	Abaco	Bahamas	25.87	-77.19	..	FALSE	TRUE
I14875	I14875	Direct	1073	54	Abaco,__Bill__Johnson's__Cave,__Lubber's__Quarters	Bahamas	26.5	-76.99	..	FALSE	TRUE
I14922	I14922	Direct	1003	33	Abaco,__Hopetown	Bahamas	26.53	-76.96	..	FALSE	TRUE
I14923	I14923	Direct	603	28	Abaco,__Moore's__Island,__Prophet's__Cave	Bahamas	26.31	-77.55	damage.ss.half=0.076	FALSE	TRUE
I13318	I13318	Context	750	173	Crooked__Island	Bahamas	22.82	-74.29	..	FALSE	TRUE
I13319	I13319	Context	750	173	Crooked__Island	Bahamas	22.83	-74.32	..	FALSE	TRUE
I13321	I13321	Context	750	173	Eleuthera__Island	Bahamas	24.75	-76.2	..	FALSE	TRUE
I13736	I13736	Context	750	173	Eleuthera,__Garden__Cave	Bahamas	25.366574	-76.520014	..	FALSE	TRUE
I14878	I14878	Direct	795	53	North__Eleuthera,__Preacher's__Cave	Bahamas	25.557	-76.696	..	FALSE	TRUE
I14920	I14920	Direct	938	16	Eleuthera,__Garden__Cave	Bahamas	25.366574	-76.520014	..	FALSE	TRUE
I14921	I14921	Direct	679	12	Eleuthera,__Garden__Cave	Bahamas	25.366574	-76.520014	..	FALSE	TRUE
PCV001	PCV001	Context	875	72	Eleuthera,__Bahamian__Island,__Preacher's__Cave	Bahamas	25.557	-76.696	..	FALSE	TRUE
PCV003	PCV003	Direct	883	46	Eleuthera,__Bahamian__Island,__Preacher's__Cave	Bahamas	25.557	-76.696	..	FALSE	TRUE
PCV004	PCV004	Context	875	72	Eleuthera,__Bahamian__Island,__Preacher's__Cave	Bahamas	25.557	-76.696	..	FALSE	TRUE
PCV002	I14878	Direct	795	53	North__Eleuthera,__Preacher's__Cave	Bahamas	25.557	-76.696	..	FALSE	FALSE
I14876	I14876	Direct	624	40	North__Eleuthera,__Blue__Hole	Bahamas	25.551022	-76.71	..	FALSE	TRUE
I13322	I13322	Direct	1017	34	Long__Island	Bahamas	23.1	-74.98	..	FALSE	TRUE
I13737	I13737	Direct	752	18	Long__Island,__Clarence__Town,__Rolling__Heads__Site	Bahamas	23.1	-74.98	..	FALSE	TRUE
I13738	I13738	Direct	611	38	Long__Island,__Clarence__Town,__Rolling__Heads__Site	Bahamas	23.1	-74.98	damage.ds.half=0.046	FALSE	TRUE
I13739	I13739	Direct	614	39	Long__Island,__Clarence__Town,__Rolling__Heads__Site	Bahamas	23.1	-74.98	..	FALSE	TRUE
I13558	I13558	Direct	599	27	South__Andros,__Sanctuary__Blue__Hole	Bahamas	24.1	-77.55	..	FALSE	TRUE
I14879	I14879	Direct	651	30	South__Andros,__Sanctuary__Blue__Hole	Bahamas	24.1	-77.55	..	FALSE	TRUE
I14880	I14880	Direct	589	32	South__Andros,__Sanctuary__Blue__Hole	Bahamas	24.1	-77.55	..	FALSE	TRUE
I14881	I14881	Direct	597	27	South__Andros,__Sanctuary__Blue__Hole	Bahamas	24.1	-77.55	damage.ss.half=0.099	FALSE	TRUE
I14882	I14882	Direct	635	38	South__Andros,__Sanctuary__Blue__Hole	Bahamas	24.1	-77.55	..	FALSE	TRUE
I14883	I14883	Direct	588	32	South__Andros,__Sanctuary__Blue__Hole	Bahamas	24.1	-77.55	..	FALSE	TRUE
I13560	I13560	Direct	663	17	South__Andros,__Stargate__Blue__166	Bahamas	24.1	-77.55	..	FALSE	TRUE
PC537_noUDG.SG	PC537	Direct	993	40	Eleuthera,__Preacher's__Cave	Bahamas	25.557109	-76.695171	..	FALSE	TRUE
B-04_noUDG.SG	B-04	Context	2700	1299	Comondu,__Baja	Mexico	25.5	-112	..	FALSE	TRUE
MX-01_noUDG.SG	MX-01	Context	2700	1299	Iron__Springs,__Baja	Mexico	32.5581444	-116.2033639	..	FALSE	TRUE
HGDP00057.DG	HGDP00057	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00060.DG	HGDP00060	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00076.DG	HGDP00076	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00070.DG	HGDP00070	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
S_Balochi-2.DG	HGDP00058	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	FALSE
S_Balochi-1.DG	HGDP00090	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	FALSE
HGDP00052.DG	HGDP00052	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00054.DG	HGDP00054	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00056.DG	HGDP00056	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00058.DG	HGDP00058	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00062.DG	HGDP00062	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00064.DG	HGDP00064	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00066.DG	HGDP00066	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00068.DG	HGDP00068	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00074.DG	HGDP00074	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00078.DG	HGDP00078	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00080.DG	HGDP00080	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00082.DG	HGDP00082	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00086.DG	HGDP00086	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00088.DG	HGDP00088	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00090.DG	HGDP00090	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00092.DG	HGDP00092	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00094.DG	HGDP00094	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00096.DG	HGDP00096	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00098.DG	HGDP00098	Modern	0	0	..	Pakistan	30.49871492	66.5	..	FALSE	TRUE
HGDP00183.DG	HGDP00183	Modern	0	0	..	Pakistan	25.49063551	69	..	FALSE	TRUE
S_BantuHerero-1.DG	HGDP01028	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-22	19	..	FALSE	FALSE
S_BantuHerero-2.DG	HGDP01035	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-22	19	..	FALSE	FALSE
S_BantuKenya-2.DG	HGDP01414	Modern	0	0	..	Kenya	-3	37	..	FALSE	FALSE
S_BantuKenya-1.DG	HGDP01417	Modern	0	0	..	Kenya	-3	37	..	FALSE	FALSE
HGDP01405.DG	HGDP01405	Modern	0	0	..	Kenya	-3	37	..	FALSE	TRUE
HGDP01408.DG	HGDP01408	Modern	0	0	..	Kenya	-3	37	..	FALSE	TRUE
HGDP01414.DG	HGDP01414	Modern	0	0	..	Kenya	-3	37	..	FALSE	TRUE
HGDP01417.DG	HGDP01417	Modern	0	0	..	Kenya	-3	37	..	FALSE	TRUE
HGDP01418.DG	HGDP01418	Modern	0	0	..	Kenya	-3	37	..	FALSE	TRUE
HGDP01419.DG	HGDP01419	Modern	0	0	..	Kenya	-3	37	..	FALSE	TRUE
HGDP01028.DG	HGDP01028	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-22	19	..	FALSE	TRUE
HGDP01035.DG	HGDP01035	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-22	19	..	FALSE	TRUE
HGDP01031.DG	HGDP01031	Modern	0	0	..	Angola	-19	18	..	FALSE	TRUE
HGDP00993.DG	HGDP00993	Modern	0	0	..	South__Africa	-29	30	..	FALSE	TRUE
HGDP00994.DG	HGDP00994	Modern	0	0	..	Lesotho	-29	29	..	FALSE	TRUE
HGDP01030.DG	HGDP01030	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-28	24	..	FALSE	TRUE
HGDP01033.DG	HGDP01033	Modern	0	0	..	South__Africa	-28	31	..	FALSE	TRUE
HGDP01034.DG	HGDP01034	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-28	24	..	FALSE	TRUE
S_BantuTswana-1.DG	HGDP01030	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-28	24	..	FALSE	FALSE
S_BantuTswana-2.DG	HGDP01034	Modern	0	0	Or__Namibia	BotswanaOrNamibia	-28	24	..	FALSE	FALSE
Bashkirs2.SG	Bashkirs2	Modern	0	0	..	Russia	..	..	..	FALSE	FALSE
Bashkirs1.SG	Bashkirs1	Modern	0	0	..	Russia	..	..	..	FALSE	FALSE
Bashkirs3.SG	Bashkirs3	Modern	0	0	..	Russia	..	..	..	FALSE	FALSE
S_Basque-1.DG	HGDP01364	Modern	0	0	..	France	43	0	..	FALSE	FALSE
S_Basque-2.DG	HGDP01365	Modern	0	0	..	France	43	0	..	FALSE	FALSE
HGDP01357.DG	HGDP01357	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01358.DG	HGDP01358	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01359.DG	HGDP01359	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01360.DG	HGDP01360	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01361.DG	HGDP01361	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01362.DG	HGDP01362	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01363.DG	HGDP01363	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01364.DG	HGDP01364	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01365.DG	HGDP01365	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01366.DG	HGDP01366	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01367.DG	HGDP01367	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01368.DG	HGDP01368	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01370.DG	HGDP01370	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01373.DG	HGDP01373	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01374.DG	HGDP01374	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01375.DG	HGDP01375	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01376.DG	HGDP01376	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01377.DG	HGDP01377	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01378.DG	HGDP01378	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01379.DG	HGDP01379	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HGDP01380.DG	HGDP01380	Modern	0	0	..	France	43	0	..	FALSE	TRUE
HG03006.SG	HG03006	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.7	90.4	..	FALSE	FALSE
HG03007.SG	HG03007	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.7	90.4	..	FALSE	FALSE
HG03009.SG	HG03009	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03012.SG	HG03012	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03585.SG	HG03585	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03589.SG	HG03589	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03593.SG	HG03593	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03594.SG	HG03594	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03595.SG	HG03595	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03598.SG	HG03598	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03600.SG	HG03600	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03603.SG	HG03603	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03604.SG	HG03604	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03607.SG	HG03607	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03611.SG	HG03611	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03615.SG	HG03615	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03616.SG	HG03616	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03793.SG	HG03793	Modern	0	0	Bangladesh,__Dhaka	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03800.SG	HG03800	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03802.SG	HG03802	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03803.SG	HG03803	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03805.SG	HG03805	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03808.SG	HG03808	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03809.SG	HG03809	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03812.SG	HG03812	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03814.SG	HG03814	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03815.SG	HG03815	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03817.SG	HG03817	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03821.SG	HG03821	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03823.SG	HG03823	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03824.SG	HG03824	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03826.SG	HG03826	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03829.SG	HG03829	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03830.SG	HG03830	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03832.SG	HG03832	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03833.SG	HG03833	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03902.SG	HG03902	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03905.SG	HG03905	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03907.SG	HG03907	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03908.SG	HG03908	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03910.SG	HG03910	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03911.SG	HG03911	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03913.SG	HG03913	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03914.SG	HG03914	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03916.SG	HG03916	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03917.SG	HG03917	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03919.SG	HG03919	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03920.SG	HG03920	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03922.SG	HG03922	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03925.SG	HG03925	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03926.SG	HG03926	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03928.SG	HG03928	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03931.SG	HG03931	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03934.SG	HG03934	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03937.SG	HG03937	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03940.SG	HG03940	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG03941.SG	HG03941	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04131.SG	HG04131	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04134.SG	HG04134	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04140.SG	HG04140	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04141.SG	HG04141	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04144.SG	HG04144	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04146.SG	HG04146	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04152.SG	HG04152	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04153.SG	HG04153	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04155.SG	HG04155	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04156.SG	HG04156	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04158.SG	HG04158	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04159.SG	HG04159	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04161.SG	HG04161	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04162.SG	HG04162	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04164.SG	HG04164	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04171.SG	HG04171	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04173.SG	HG04173	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04176.SG	HG04176	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04177.SG	HG04177	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04180.SG	HG04180	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04182.SG	HG04182	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04183.SG	HG04183	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04185.SG	HG04185	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04186.SG	HG04186	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04188.SG	HG04188	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04189.SG	HG04189	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04194.SG	HG04194	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HG04195.SG	HG04195	Modern	0	0	Bengalis	Bangladesh	23.763889	90.388889	..	FALSE	FALSE
HGDP00609.DG	HGDP00609	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00611.DG	HGDP00611	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00613.DG	HGDP00613	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00614.DG	HGDP00614	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00615.DG	HGDP00615	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00619.DG	HGDP00619	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00620.DG	HGDP00620	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00622.DG	HGDP00622	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00625.DG	HGDP00625	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00626.DG	HGDP00626	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00628.DG	HGDP00628	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00629.DG	HGDP00629	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00632.DG	HGDP00632	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00634.DG	HGDP00634	Modern	0	0	..	Israel	32	35	..	FALSE	TRUE
HGDP00635.DG	HGDP00635	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00637.DG	HGDP00637	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00638.DG	HGDP00638	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00639.DG	HGDP00639	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00640.DG	HGDP00640	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00642.DG	HGDP00642	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00644.DG	HGDP00644	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00645.DG	HGDP00645	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00646.DG	HGDP00646	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00647.DG	HGDP00647	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00654.DG	HGDP00654	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
S_BedouinB-1.DG	HGDP00616	Modern	0	0	..	Israel	31	35	..	FALSE	FALSE
S_BedouinB-2.DG	HGDP00650	Modern	0	0	..	Israel	31	35	..	FALSE	FALSE
HGDP00607.DG	HGDP00607	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00608.DG	HGDP00608	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00610.DG	HGDP00610	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00612.DG	HGDP00612	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00616.DG	HGDP00616	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00618.DG	HGDP00618	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00623.DG	HGDP00623	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00624.DG	HGDP00624	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00630.DG	HGDP00630	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00631.DG	HGDP00631	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00636.DG	HGDP00636	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00641.DG	HGDP00641	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00643.DG	HGDP00643	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
HGDP00648.DG	HGDP00648	Modern	0	0	..	Israel	31	35	..	FALSE	TRUE
