indivi	master	datmet	datmea	datstd	locate	countr	latitu	longit	warnin	timind	sntind
I4481	I4481	Direct	4711	66	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4614	I4614	Direct	4955	62	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4615	I4615	Direct	4991	73	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4616	I4616	Direct	4678	83	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4619	I4619	Direct	4635	92	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I5733	I5733	Direct	4729	59	Yassıtepe__(Aegean,__Izmir)	Turkey	38.42	27.14	..	FALSE	TRUE
I5735	I5735	Context	4925	72	Yassıtepe__(Aegean,__Izmir)	Turkey	38.42	27.14	..	FALSE	TRUE
I5740	I5740	Direct	4621	90	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	..	FALSE	TRUE
I5741	I5741	Direct	5166	75	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	..	FALSE	TRUE
I5742	I5742	Direct	4942	53	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	..	FALSE	TRUE
I5743	I5743	Direct	4924	43	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	..	FALSE	TRUE
I5744	I5744	Context	4700	144	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	..	FALSE	TRUE
I7073	I7073	Direct	4796	54	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	mtcontam=[0.929,0.978]	FALSE	TRUE
I7079	I7079	Direct	4439	51	Devret__Höyük__(Black__Sea,__Amasya,__Suluova,__Kanatpınar)	Turkey	40.69	35.56	mtcontam=[0.817,0.949]	FALSE	FALSE
I2495_noUDG	I2495	Direct	4355	62	Harmanören-Göndürle__Höyük__(Mediterranean,__Isparta)__	Turkey	37.91774	30.70839	..	FALSE	FALSE
I2499_noUDG	I2499	Direct	4514	74	Harmanören-Göndürle__Höyük__(Mediterranean,__Isparta)__	Turkey	37.91774	30.70839	..	FALSE	FALSE
I2683_noUDG	I2683	Direct	4479	41	Harmanören-Göndürle__Höyük__(Mediterranean,__Isparta)__	Turkey	37.91774	30.70839	..	FALSE	FALSE
I4620	I4620	Direct	4660	87	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	FALSE
MA2210_noUDG.SG	MA2210	Context	4575	43	Ovaören	Turkey	38.629306	34.297718	..	TRUE	TRUE
MA2212_noUDG.SG	MA2212	Context	4575	43	Ovaören	Turkey	38.629306	34.297718	..	TRUE	TRUE
MA2213_noUDG.SG	MA2213	Context	4575	43	Ovaören	Turkey	38.629306	34.297718	..	TRUE	TRUE
I16577	I16577	Context	4450	289	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	2500.to.5000.SNPs	FALSE	FALSE
I4621	I4621	Direct	4571	92	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	FALSE
I4478	I4478	Context	4700	87	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I14767	I14767	Direct	3256	51	Muradiye__(East,__Van)	Turkey	38.98	43.75	..	FALSE	TRUE
ZBC_IPB001.B-C0101_Luk2-Pinarbasi	ZBC	Direct	15411	86	Pınarbaşı	Turkey	37.483333	33.033333	..	FALSE	TRUE
I3225_noUDG	I3225	Direct	2368	29	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	..	FALSE	TRUE
I3308	I3308	Context	2127	84	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	..	FALSE	TRUE
I3309	I3309	Context	2127	84	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	..	FALSE	TRUE
I3310	I3310	Context	2127	84	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	..	FALSE	TRUE
I3311	I3311	Context	2127	84	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	..	FALSE	TRUE
I3916	I3916	Context	2127	84	Gordion__(Central,__Ankara)	Turkey	39.65248	31.996659	..	FALSE	TRUE
I4472	I4472	Context	2127	84	Cedit,__Basarabya__(Black__Sea,__Samsun,__llkadım)	Turkey	41.313	36.33	..	FALSE	TRUE
I5228	I5228	Direct	2094	59	Zafer,__Azman__(Black__Sea,__Samsun,__Tekkeköy)	Turkey	41.116	36.422	mtcontam=[0.863,0.972]	FALSE	TRUE
I5255	I5255	Direct	2197	75	Aktaş__Mevki__(Southeast,__Mardin,__Midyat)	Turkey	37.415	41.373	..	FALSE	TRUE
I6573	I6573	Context	2127	84	Gordion__(Central,__Ankara)	Turkey	39.65248	31.996659	..	FALSE	TRUE
I6574	I6574	Context	2127	84	Gordion__(Central,__Ankara)	Turkey	39.65248	31.996659	damage.ds.half=0.042	FALSE	TRUE
I4030_noUDG	I4030	Context	2127	84	Gordion__(Central,__Ankara)	Turkey	39.65248	31.996659	..	FALSE	TRUE
I5249	I5249	Direct	2071	45	Büyüklü__(Black__Sea,__Samsun,__Tekkeköy,__Mahmatlı)	Turkey	41.154	36.495	damage.ds.half=0.011	FALSE	FALSE
MA2198_noUDG.SG	MA2198	Context	2133	88	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
I3300	I3300	Context	2350	58	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	mtcontam=[0.836,0.93]	FALSE	FALSE
I3303	I3303	Direct	2217	63	Halikarnassos__(Aegean,__Bodrum,__Yokuşbaşı)	Turkey	37.044768	27.436551	..	FALSE	TRUE
I4473	I4473	Context	2127	84	Cedit,__Basarabya__(Black__Sea,__Samsun,__llkadım)	Turkey	41.313	36.33	..	FALSE	TRUE
MA2197_noUDG.SG	MA2197	Context	2133	88	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
I14635	I14635	Context	2500	260	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
I14636	I14636	Context	2500	260	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
I14644	I14644	Direct	2593	75	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
I14734	I14734	Context	2500	260	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	Xcontam=[0.006,0.019],__mtcontam=[0.942,0.978]	FALSE	TRUE
I14765	I14765	Context	2750	29	Çavuştepe__(East,__Van)	Turkey	38.34	43.45	..	FALSE	TRUE
I19612	I19612	Context	2750	29	Çavuştepe__(East,__Van)	Turkey	38.34	43.45	damage.ss.half=0.059	FALSE	TRUE
I20577	I20577	Context	2750	29	Çavuştepe__(East,__Van)__	Turkey	38.34	43.45	..	FALSE	TRUE
I19611	I19611	Context	2750	29	Çavuştepe__(East,__Van)	Turkey	40.18	43.45	mtcontam=[0.649,0.828]	FALSE	FALSE
I16570	I16570	Context	2500	260	Kuriki__Höyük__(Southeast,__Batman)	Turkey	37.79	41.01	..	FALSE	TRUE
I14764	I14764	Direct	2582	83	Çavuştepe__(East,__Van)__	Turkey	38.34	43.45	damage.ss.half=0.093	FALSE	TRUE
I4029_noUDG	I4029	Direct	2603	71	Gordion__(Central,__Ankara)	Turkey	39.65248	31.996659	..	FALSE	TRUE
I19613	I19613	Context	2750	29	Çavuştepe__(East,__Van)	Turkey	38.34	43.45	damage.ss.half=0.056	FALSE	TRUE
I14731	I14731	Context	2500	260	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
I14733	I14733	Direct	2401	45	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	Xcontam=[0.009,0.017]	FALSE	TRUE
I14735	I14735	Context	2500	260	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
IKI002	IKI002	Direct	5165	77	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI006	IKI006	Context	5250	115	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI009	IKI009	Direct	5206	90	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI012	IKI012	Direct	5218	91	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI016	IKI016	Direct	5396	43	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI017	IKI017	Direct	5284	96	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI019	IKI019	Context	5250	115	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI020	IKI020	Context	5250	115	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI024	IKI024	Direct	5821	49	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI030	IKI030	Direct	5397	44	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI034	IKI034	Direct	5392	50	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI036	IKI036	Direct	5405	62	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI037	IKI037	Direct	5496	72	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI038	IKI038	Direct	5480	79	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	..	TRUE	TRUE
IKI032	IKI032	Context	5250	115	Samsun__Province,__İkiztepe	Turkey	41.6136944	35.8711361	<2500.SNPs,__popgen.outlier	TRUE	FALSE
kum4_noUDG.SG	kum4	Context	6550	173	Kumtepe	Turkey	39.95	26.2	..	TRUE	TRUE
kum6_noUDG.SG	kum6	Direct	5615	51	Kumtepe	Turkey	39.95	26.2	..	FALSE	TRUE
I14627	I14627	Direct	5535	35	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
I14730	I14730	Context	5950	577	Kuriki__Höyük__(Southeast,__Batman)__	Turkey	37.79	41.01	..	FALSE	TRUE
I4480	I4480	Direct	5193	91	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4617	I4617	Context	5000	375	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4483	I4483	Direct	5176	83	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I4622	I4622	Direct	5525	38	Tatika__(Southeast,__Şırnak,__Güçlükonak,__Koçtepe__köyü)	Turkey	37.5432	41.8662	..	FALSE	TRUE
I14759	I14759	Context	3700	144	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I14761	I14761	Context	3700	144	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I14762	I14762	Direct	3583	50	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	Xcontam=[0.007,0.014]	FALSE	TRUE
I14784	I14784	Direct	3695	61	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	Xcontam=[0.007,0.013]	FALSE	TRUE
I14786	I14786	Direct	3540	42	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I14788	I14788	Context	4450	289	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	Xcontam=[0.005,0.015]	FALSE	TRUE
I14785	I14785	Context	3700	144	Oylum__Höyük__(Southeast,__Kilis)__	Turkey	36.69	37.17	..	FALSE	TRUE
I14782	I14782	Context	3700	144	Oylum__Höyük__(Southeast,__Kilis)__	Turkey	36.69	37.17	..	FALSE	TRUE
I16574	I16574	Context	3700	144	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	2500.to.5000.SNPs,__sexratio=0.090,__mtcontam=[0.852,0.968]	FALSE	FALSE
I5737	I5737	Direct	3931	38	Yassıtepe__(Aegean,__Izmir)	Turkey	38.42	27.14	..	FALSE	TRUE
I14789	I14789	Direct	3658	53	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	mtcontam=[0.947,0.977]	FALSE	TRUE
I4540	I4540	Direct	410	57	Aktaş__Mevki__(Southeast,__Mardin,__Midyat)	Turkey	37.415	41.373	..	FALSE	TRUE
I0707	I0707	Direct	8096	50	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.57	..	FALSE	TRUE
I0708	I0708	Direct	8101	45	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	Xcontam=0.008	FALSE	TRUE
I0709	I0709	Direct	8085	54	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.57	Xcontam=0.008	TRUE	TRUE
I0723_enhanced	I0723	Direct	7870	46	Menteşe__(Northwest__Anatolia,__Marmara,__Yenişehir)	Turkey	40.26	29.65	..	FALSE	TRUE
I0724_enhanced	I0724	Context	7950	231	Menteşe__(Northwest__Anatolia,__Marmara,__Yenişehir)	Turkey	40.26	29.65	..	FALSE	TRUE
I0727_enhanced	I0727	Context	7950	231	Menteşe__(Northwest__Anatolia,__Marmara,__Yenişehir)	Turkey	40.26	29.65	..	FALSE	TRUE
I0736	I0736	Context	8300	87	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	..	TRUE	TRUE
I0744	I0744	Direct	8270	48	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	Xcontam=0.01	TRUE	TRUE
I0745	I0745	Direct	8243	58	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.57	Xcontam=0.008	FALSE	TRUE
I0746	I0746	Direct	7928	52	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	Xcontam=0.008	TRUE	TRUE
I1096	I1096	Context	8300	87	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	..	FALSE	TRUE
I1097	I1097	Direct	8282	52	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	Xcontam=[0.005,0.013]	TRUE	TRUE
I1098	I1098	Direct	8282	51	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.57	..	FALSE	TRUE
I1101	I1101	Context	8300	87	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.57	..	FALSE	TRUE
I11949	I11949	Context	8300	87	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3	29.56666667	mtcontam=[0.854,0.959]	FALSE	TRUE
I1510_d	I1510	Context	7925	101	Ilıpınar__(Marmara,__Bursa,__Orhangazi)	Turkey	40.48	29.296	mtcontam=[0.809,0.955]	FALSE	TRUE
I1579_enhanced	I1579	Direct	8072	57	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3	29.56666667	merge.of.libraries,__mtcontam=[0.929,0.959]	FALSE	TRUE
I1580_enhanced	I1580	Direct	8205	82	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	..	FALSE	TRUE
I1581_enhanced	I1581	Direct	8252	52	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	..	FALSE	TRUE
I1583_enhanced	I1583	Direct	8273	58	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	Xcontam=[0.006,0.012]	FALSE	FALSE
I1585_enhanced	I1585	Direct	8021	50	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3	29.56666667	..	FALSE	TRUE
I3121_noUDG	I3121	Context	7925	101	Ilıpınar__(Marmara,__Bursa,__Orhangazi)__	Turkey	40.48	29.296	Xcontam=[0.006,0.021]	FALSE	TRUE
I0723	I0723	Direct	7870	46	Menteşe__(Northwest__Anatolia,__Marmara,__Yenişehir)	Turkey	40.26	29.65	..	FALSE	FALSE
I0724	I0724	Context	7950	231	Menteşe__(Northwest__Anatolia,__Marmara,__Yenişehir)	Turkey	40.26	29.65	..	TRUE	FALSE
I0727	I0727	Context	7950	231	Menteşe__(Northwest__Anatolia,__Marmara,__Yenişehir)	Turkey	40.26	29.65	..	TRUE	FALSE
I1579	I1579	Direct	8072	57	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3	29.56666667	..	FALSE	FALSE
I1580	I1580	Direct	8205	82	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	..	FALSE	FALSE
I1581	I1581	Direct	8252	52	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	..	FALSE	FALSE
I1583	I1583	Direct	8273	58	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	Xcontam=[0.009,0.013]	FALSE	FALSE
I1585	I1585	Direct	8021	50	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3	29.56666667	..	FALSE	FALSE
I0854_enhanced	I0854	Direct	8104	45	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	..	FALSE	TRUE
I0854	I0854	Direct	8104	45	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	..	TRUE	FALSE
I1583.DG	I1583	Direct	8273	58	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	Xcontam=[0.006,0.012]	TRUE	TRUE
Bar31_noUDG.SG	Bar31	Direct	8272	54	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.6085	..	TRUE	TRUE
Bar8_noUDG.SG	Bar8	Direct	8064	61	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3037	29.6085	..	TRUE	TRUE
I1583.SG	I1583	Direct	8273	58	Barcın__(Northwest__Anatolia,__Marmara)	Turkey	40.3037	29.6085	Xcontam=[0.006,0.012]	TRUE	FALSE
MA2200_noUDG.SG	MA2200	Context	3575	72	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
MA2203_noUDG.SG	MA2203	Context	3575	72	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
I14820	I14820	Direct	390	47	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I14823	I14823	Direct	377	44	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I14844	I14844	Direct	386	43	Yenişehirkapı__(Marmara,__İznik)	Turkey	40.42	29.71	..	FALSE	TRUE
I20322_d	I20322	Context	475	101	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	Xcontam=[0.031,0.101],mtcontam=[0.914,0.976]	FALSE	FALSE
I20323	I20323	Context	475	101	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20324	I20324	Context	475	101	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20325	I20325	Context	475	101	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20326	I20326	Context	475	101	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20327	I20327	Context	400	58	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20328	I20328	Direct	399	53	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20329	I20329	Context	400	58	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20570	I20570	Direct	400	53	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20571	I20571	Direct	464	47	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20572	I20572	Direct	562	33	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20573	I20573	Direct	529	10	Çapalıbağ,__Yeşilbağcılar-YTEUAS__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
MA2195_noUDG.SG	MA2195	Context	450	58	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
MA2196_noUDG.SG	MA2196	Context	450	58	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
I3917_noUDG	I3917	Direct	2596	67	Gordion__(Central,__Ankara)	Turkey	39.65248	31.996659	..	FALSE	TRUE
I4539	I4539	Direct	437	56	Aktaş__Mevki__(Southeast,__Mardin,__Midyat)	Turkey	37.415	41.373	..	FALSE	TRUE
I8432	I8432	Context	10700	144	Boncuklu__Tarla__(Southeast,__Mardin,__Dargeçit,__Ilısu)	Turkey	37.5262	41.8452	..	FALSE	TRUE
I4529	I4529	Direct	1716	27	Cedit,__Basarabya__(Black__Sea,__Samsun,__llkadım)	Turkey	41.313	36.33	..	FALSE	TRUE
I4531	I4531	Direct	1665	32	Cedit,__Basarabya__(Black__Sea,__Samsun,__llkadım)	Turkey	41.313	36.33	..	FALSE	TRUE
I14799	I14799	Context	1575	14	Basilica__(Marmara,__Iznik)	Turkey	40.42	29.71	damage.ss.half=0.074	FALSE	TRUE
I16584	I16584	Context	1900	87	Apollonia__(Marmara,__Bursa,__Gölyazı)	Turkey	40.18	28.69	..	FALSE	TRUE
I16583	I16583	Context	1900	87	Apollonia__(Marmara,__Bursa,__Gölyazı)	Turkey	40.18	28.69	..	FALSE	TRUE
I4530	I4530	Direct	1648	34	Cedit,__Basarabya__(Black__Sea,__Samsun,__llkadım)	Turkey	41.313	36.33	..	FALSE	TRUE
I14845	I14845	Context	1900	87	Apollonia__(Marmara,__Bursa,__Gölyazı)	Turkey	40.18	28.69	..	FALSE	TRUE
I20000	I20000	Context	1726	145	Camandras__and__Dalagöz__(Aegean,__Muğla,__Yatağan,__Necropole)__	Turkey	37.3	28.03	..	FALSE	TRUE
I20001	I20001	Context	1726	145	Camandras__and__Dalagöz__(Aegean,__Muğla,__Yatağan,__Necropole)__	Turkey	37.3	28.03	..	FALSE	TRUE
I20139	I20139	Context	1726	145	Camandras__and__Dalagöz__(Aegean,__Muğla,__Yatağan,__Necropole)__	Turkey	37.3	28.03	Xcontam=[0.005,__0.013]	FALSE	TRUE
I4613	I4613	Context	1350	58	Aktaş__Mevki__(Southeast,__Mardin,__Midyat)	Turkey	37.415	41.373	..	FALSE	TRUE
I16585	I16585	Context	1900	87	Apollonia__(Marmara,__Bursa,__Gölyazı)	Turkey	40.18	28.69	..	FALSE	TRUE
I14645	I14645	Context	750	58	Tilbeşar__Höyük__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14647	I14647	Context	750	58	Tilbeşar__Höyük__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14648	I14648	Direct	851	36	Tilbeşar__Höyük__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14651	I14651	Context	750	58	Tilbeşar__Höyük__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14652	I14652	Context	750	58	Tilbeşar__Höyük__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14791	I14791	Direct	942	11	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I16571	I16571	Context	750	58	Tilbeşar__Höyük__(Southeast,__Gaziantep)	Turkey	36.87	37.54	..	FALSE	TRUE
I4474	I4474	Direct	1308	16	Dara__-__Necropolis__underground__chamber__(Southeast,__Mardin)__	Turkey	37.177	40.952	Xcontam=[0.005,0.014]	FALSE	TRUE
I4475	I4475	Direct	1228	29	Dara__-__Necropolis__underground__chamber__(Southeast,__Mardin)__	Turkey	37.177	40.952	..	FALSE	TRUE
I4532	I4532	Direct	1222	36	Dara__-Necropolis__underground__chamber__(Southeast,__Mardin)__	Turkey	37.177	40.952	..	FALSE	TRUE
I4533	I4533	Direct	1116	32	Dara__-Necropolis__underground__chamber__(Southeast,__Mardin)__	Turkey	37.177	40.952	..	FALSE	TRUE
I4534	I4534	Context	1200	87	Dara__-Necropolis__underground__chamber__(Southeast,__Mardin)__	Turkey	37.177	40.952	..	FALSE	TRUE
I14650	I14650	Context	750	58	Tilbeşar__Höyük__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14790	I14790	Context	950	29	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I14787	I14787	Context	950	29	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	mtcontam=[0.95,0.979]	FALSE	TRUE
I14760	I14760	Direct	1127	34	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
KRD001	KRD001	Direct	7629	25	Hatay__Province,__Tell__Kurdu	Turkey	36.329405	36.444255	..	TRUE	TRUE
KRD003	KRD003	Direct	7602	29	Hatay__Province,__Tell__Kurdu	Turkey	36.329405	36.444255	..	TRUE	TRUE
KRD004	KRD004	Direct	7620	27	Hatay__Province,__Tell__Kurdu	Turkey	36.329405	36.444255	..	TRUE	TRUE
KRD005	KRD005	Direct	7661	29	Hatay__Province,__Tell__Kurdu	Turkey	36.329405	36.444255	..	TRUE	TRUE
KRD006	KRD006	Context	7550	115	Hatay__Province,__Tell__Kurdu	Turkey	36.329405	36.444255	..	TRUE	TRUE
KRD002	KRD002	Direct	6889	44	Hatay__Province,__Tell__Kurdu	Turkey	36.329405	36.444255	..	TRUE	TRUE
Tep006_noUDG.WGC	Tep006	Direct	8099	46	Tepecik__Ciftlik	Turkey	38.172218	34.49387	..	TRUE	TRUE
Tep001_noUDG.WGC	Tep001	Direct	8518	45	Tepecik__Ciftlik	Turkey	38.172218	34.49387	..	TRUE	TRUE
Tep002_noUDG.WGC	Tep002	Direct	8487	40	Tepecik__Ciftlik	Turkey	38.172218	34.49387	..	TRUE	TRUE
